AGENT;ID;AGE;SEXE;AGE4T;PROF;RS4;HABITAT;Revenu;CP;TLUDA9;TLUDA5;TLCC9;TLCC5;RS3;CSP;C1;C2;C4;C3;O_C3;NRJ;QP1;QP2;QP3_A1;QP3_A2;QP3_A3;QP4;QP5_A1;QP5_A2;QP5_A3;QP5_A4;QP5_A5;QP5_A6;QP6_A1;QP6_A2;QP6_A3;QP6_A4;QP6_A5;QP6_A6;QP6_A7;QP7_M1;O_QP7_M1;QP7_M2;O_QP7_M2;QP7_M3;O_QP7_M3;QF1;QF2;QF3;QF4;QF5;QF6;QR1_A1;QR1_A2;QR1_A3;QR1_A4;QR1_A5;QR1_A6;QR1_A7;QR1_A8;QR1_A9;QR1_A10;QR1_A11;QR2;Q_F1;Q_F2;Q_F3;Q_F4;Q_F5;Q_F6;Q_F7;Q_F8;Q_F9_M1;O_Q_F9_M1;Q_F9_M2;O_Q_F9_M2;Q_F9_M3;O_Q_F9_M3;Q_F10;QE1;QE2;QE3;QE4;QE5;QE6_M1;O_QE6_M1;QE6_M2;O_QE6_M2;QE6_M3;O_QE6_M3;QE6_M4;O_QE6_M4;QE6_M5;O_QE6_M5;QE6_M6;O_QE6_M6;QE6_M7;O_QE6_M7;QE6_M8;O_QE6_M8;QE6_M9;O_QE6_M9;QE6_M10;O_QE6_M10;QE6_M11;O_QE6_M11;QE7;QE8;QA1;QA2;QA3;QA4;QA5;HABITAT.1;QC5;QC6;QC7;QC8;QC9;QC10;QC11;QC12;QC13_M1;QC13_M2;QC13_M3;QC13_M4;QC13_M5;QC13_M6;QC13_M7;QC13_M8;QC13_M9;QC13_M10;QC13_M11;QC13_M12;QC13_M13;QC14;QC15;QC16;S9;S10;QC17;S4;QC18_M1;QC18_M2;QC18_M3;QC18_M4;QC18_M5;POIDS;PROF.1;RS4.1;Typeabonnement;Typecompteur;Puissancesouscrite;Typecommune;Radiateurselectriques;Balloneauchaudeelectrique;Bornerecharge;Autresourceenergie;Q11;Q12;Q13;Q14;Q2;Q3;Q4;Q51;Q52;Q6;Q71;Q72;Q8;Q91;Q92;Q10;Q111;Q112;Q131;Q132;Q141;Q151;Q152;Q16;Q17;Q181;Q182;Q19;Q20;Q21;Q22;Q24;Q25;RS11;prob5inf;prob5sup;Q11B;Q12B;Q13B;Q14B;Q2B;Q3B;Q4B;Q51B;Q52B;Q6B;score16;score15;probinf;probsup
AG659;15786;64;Femme;>= 60 ans;Retraite;Non;Appartement;4;42300;8;5;6;3;1;3;;;2;1;;1;1;2;3;2;3;2;3;99;2;2;99;3;4.0;;4.0;4.0;;1.0;1;3;;5.0;;2.0;;5;99;2;2;3;1;2.0;2.0;4.0;4.0;3.0;2.0;1.0;3.0;4.0;1.0;2.0;2;3;2;1;3;;;4;;7.0;;;;;;3;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;1;5.0;1;3;3;2;3;4;4;6;99;2;2;3;1;13.0;3.0;6.0;;;;;;;;;;2;;2;2;1.0;4;7;97;;;;;0,887814;8;0;HP/HC;Monophase;9;Urbaine;Non;Oui;Non;Non;Oui, tout a fait;Oui, plutot;Oui, tout a fait;Oui, plutot;Oui, plutot;Oui, tout a fait;Non, pas vraiment;Oui, plutot;Oui, plutot;Non;;;;;;;Non, pas vraiment;Oui;Lave-linge,Lave-vaisselle,Plaques de cuisson;;Oui;Four,Machine a cafe,Box internet,Bouilloire,Television,Ordinateur;;Oui, jÂetais present avec une ou plusieurs autres personnes;Non;;;;;Oui, plutot;Pas du tout gene;Non, pas vraiment;Est inchangee;Oui;0.66;0.81;1.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;0.0;8.0;8.0;0.2;0.96
AG660;15788;72;Femme;>= 60 ans;Retraite;Non;Appartement;6;75011;1;1;9;5;1;3;;;1;1;;1;2;2;2;4;4;2;3;99;3;2;2;3;4.0;;2.0;4.0;3.0;3.0;2;3;;5.0;;2.0;;2;2;99;1;2;2;1.0;2.0;4.0;2.0;1.0;3.0;1.0;1.0;4.0;1.0;1.0;1;3;4;2;3;;;4;;2.0;;8.0;;3.0;;4;1;;1.0;;1.0;98.0;;;;;;;;;;;;;;;;;;;;;;2.0;1;1;2.0;2;2;3;2;7;5;1;6;99;2;2;3;8;1.0;13.0;6.0;5.0;2.0;3.0;;;;;;;2;;1;1;;4;10;2;1.0;;;;1,01043;8;0;HP/HC;Monophase;6;Urbaine;Non;Non;Non;Non;Non, pas vraiment;Non, pas du tout;Non, pas vraiment;Non, pas vraiment;Non, pas vraiment;Oui, tout a fait;Non, pas vraiment;Non, pas du tout;Non, pas du tout;Non;;;;;;;Non, pas vraiment;Non;;;Non;;;Oui, jÂetais present seul;Non;;;;;Non, pas vraiment;Pas du tout gene;Non, pas du tout;Est inchangee;Non;0.5;0.5;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.2;0.96
AG661;15788;72;Femme;>= 60 ans;Retraite;Non;Appartement;6;75011;1;1;9;5;1;3;;;1;1;;1;2;2;2;4;4;2;3;99;3;2;2;3;4.0;;2.0;4.0;3.0;3.0;2;3;;5.0;;2.0;;2;2;99;1;2;2;1.0;2.0;4.0;2.0;1.0;3.0;1.0;1.0;4.0;1.0;1.0;1;3;4;2;3;;;4;;2.0;;8.0;;3.0;;4;1;;1.0;;1.0;98.0;;;;;;;;;;;;;;;;;;;;;;2.0;1;1;2.0;2;2;3;2;7;5;1;6;99;2;2;3;8;1.0;13.0;6.0;5.0;2.0;3.0;;;;;;;2;;1;1;;4;10;2;1.0;;;;1,01043;8;0;HP/HC;Monophase;6;Urbaine;Non;Oui;Non;Non;Oui, tout a fait;Non, pas du tout;Non, pas du tout;Oui, plutot;Oui, plutot;Oui, tout a fait;Oui, tout a fait;Oui, tout a fait;Oui, tout a fait;Non;;;;;;;Non, pas du tout;Non;;;Non;;;Oui, jÂetais present seul;Non;;;;;Oui, tout a fait;Pas du tout gene;Oui, tout a fait;Est inchangee;Oui;0.5;0.5;1.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;7.0;7.0;0.2;0.96
AG662;15788;72;Femme;>= 60 ans;Retraite;Non;Appartement;6;75011;1;1;9;5;1;3;;;1;1;;1;2;2;2;4;4;2;3;99;3;2;2;3;4.0;;2.0;4.0;3.0;3.0;2;3;;5.0;;2.0;;2;2;99;1;2;2;1.0;2.0;4.0;2.0;1.0;3.0;1.0;1.0;4.0;1.0;1.0;1;3;4;2;3;;;4;;2.0;;8.0;;3.0;;4;1;;1.0;;1.0;98.0;;;;;;;;;;;;;;;;;;;;;;2.0;1;1;2.0;2;2;3;2;7;5;1;6;99;2;2;3;8;1.0;13.0;6.0;5.0;2.0;3.0;;;;;;;2;;1;1;;4;10;2;1.0;;;;1,01043;8;0;Tarif de base;Triphase;6;Rurale;Non;Oui;Non;Non;Oui, plutot;Oui, plutot;Non, pas vraiment;Non, pas vraiment;Oui, plutot;Oui, tout a fait;Oui, tout a fait;Oui, tout a fait;Oui, tout a fait;Non;;;;;;;Non, pas du tout;Non;;;Non;;;Oui, jÂetais present seul;Non;;;;;Oui, tout a fait;Pas du tout gene;Ne se prononce pas;Est inchangee;Non;0.66;0.81;1.0;1.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;0.0;7.0;7.0;0.2;0.96
AG695;17006;68;Femme;>= 60 ans;Retraite;Non;Appartement;3;27500;2;2;5;3;1;3;;;1;1;;1;2;2;2;4;2;3;99;1;3;3;3;3;;3.0;1.0;3.0;3.0;1.0;3;5;;2.0;;;;5;1;2;2;2;2;2.0;3.0;4.0;3.0;4.0;1.0;2.0;3.0;4.0;4.0;2.0;3;4;1;2;2;3.0;99.0;3;;1.0;;7.0;;;;3;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;1;3.0;1;4;4;2;4;5;6;2;2;2;2;1;6;8.0;2.0;3.0;1.0;5.0;7.0;13.0;;;;;;2;;1;1;;4;5;97;;;;;0,887814;8;0;HP/HC;Monophase;6;Urbaine;Non;Oui;Non;Non;Oui, tout a fait;Non, pas du tout;Non, pas du tout;Oui, plutot;Oui, plutot;Oui, tout a fait;Oui, tout a fait;Oui, tout a fait;Oui, tout a fait;Non;;;;;;;Non, pas du tout;Non;;;Non;;;Oui, jÂetais present seul;Non;;;;;Oui, tout a fait;Pas du tout gene;Oui, tout a fait;Est inchangee;Oui;0.5;0.5;1.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;7.0;7.0;0.2;0.96
AG779;19766;63;Femme;>= 60 ans;Retraite;Non;Appartement;4;95370;1;1;9;5;1;3;;;1;1;;1;1;2;3;3;3;2;99;99;2;2;1;3;;;3.0;3.0;3.0;3.0;3;5;;2.0;;;;5;1;99;2;99;3;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2;3;3;2;3;;;3;;3.0;;7.0;;;;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;3;;1;4;4;2;4;4;4;6;99;3;3;3;13;6.0;1.0;3.0;5.0;8.0;;;;;;;;2;;1;1;;4;4;97;;;;;1,01043;8;0;HP/HC;Monophase;6;Urbaine;Oui;Oui;Non;Non;Non, pas du tout;Ne se prononce pas;Non, pas du tout;Non, pas du tout;Non, pas du tout;Ne se prononce pas;Non, pas du tout;Oui, plutot;Non, pas du tout;Non;;;;Vous ne jugez pas ce dispositif utile;;Ne se prononce pas;;;;;;;;;;;;;;;;Ne se prononce pas;Est inchangee;Non;0.67;0.99;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.2;0.96
AG795;20041;74;Femme;>= 60 ans;Retraite;Non;Appartement;5;34000;9;5;8;4;3;3;;;1;1;;1;2;2;2;4;4;2;99;99;2;2;2;2;;;2.0;3.0;2.0;2.0;2;2;;4.0;;;;5;2;1;99;99;3;1.0;1.0;2.0;1.0;2.0;2.0;1.0;1.0;3.0;1.0;1.0;2;2;1;2;3;;;4;;6.0;;1.0;;7.0;;4;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;1;3.0;1;3;4;2;3;3;7;6;99;2;2;1;13;7.0;3.0;8.0;5.0;;;;;;;;;2;;1;1;;4;4;97;;;;;0,914419;8;0;Tarif de base;Triphase;12;Urbaine;Non;Oui;Non;Non;Oui, plutot;Oui, tout a fait;Oui, tout a fait;Oui, tout a fait;Oui, tout a fait;Oui, tout a fait;Oui, tout a fait;Oui, tout a fait;Oui, tout a fait;Non;;;;;;;Non, pas vraiment;Oui;Lave-linge,Lave-vaisselle;;Non;;;Non, il nÂy avait personne a mon domicile;Non;;;;;Oui, tout a fait;Pas du tout gene;Oui, tout a fait;Est inchangee;Non;0.5;0.5;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;9.0;9.0;0.2;0.96
AG825;20417;79;Femme;>= 60 ans;Retraite;Non;Appartement;6;78350;1;1;9;5;1;3;;;1;1;;1;2;2;1;2;2;2;99;99;2;3;3;99;;;2.0;3.0;3.0;;2;3;;5.0;;2.0;;5;1;2;2;2;2;2.0;1.0;4.0;4.0;4.0;3.0;1.0;4.0;4.0;3.0;2.0;2;3;3;2;2;3.0;1.0;3;;8.0;;9.0;;3.0;;3;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;1;4.0;1;4;4;2;4;4;3;6;2;3;3;1;2;7.0;8.0;3.0;1.0;5.0;13.0;6.0;;;;;;2;;1;1;;4;5;2;;;;;1,01043;8;0;HP/HC;Monophase;6;Urbaine;Oui;Oui;Non;Non;Non, pas du tout;Ne se prononce pas;Non, pas du tout;Non, pas du tout;Non, pas du tout;Ne se prononce pas;Non, pas du tout;Oui, plutot;Non, pas du tout;Non;;;;Vous ne jugez pas ce dispositif utile;;Ne se prononce pas;;;;;;;;;;;;;;;;Ne se prononce pas;Est inchangee;Non;0.67;0.99;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.2;0.96
AG854;20774;65;Femme;>= 60 ans;Retraite;Non;Appartement;9;83000;9;5;8;4;3;3;;;1;1;;1;2;2;3;3;3;2;99;99;1;3;3;99;;;2.0;2.0;2.0;;2;2;;5.0;;4.0;;5;1;1;2;2;2;1.0;1.0;4.0;1.0;3.0;1.0;1.0;1.0;4.0;1.0;1.0;1;3;3;1;3;;;4;;8.0;;10.0;;5.0;;3;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;1;4.0;1;3;3;2;4;3;5;6;2;4;1;1;1;3.0;10.0;7.0;13.0;6.0;8.0;9.0;;;;;;2;;1;1;;1;7;97;;;;;0,914419;8;0;HP/HC;Monophase;6;Urbaine;Oui;Oui;Non;Non;Oui, tout a fait;Ne se prononce pas;Oui, tout a fait;Oui, tout a fait;Oui, tout a fait;Non, pas du tout;Non, pas du tout;Oui, tout a fait;Oui, tout a fait;Non;;;;;;;Non, pas du tout;Non;;;Non;;;Non, il nÂy avait personne a mon domicile;Ne se prononce pas;;;;;Non, pas du tout;Ne se prononce pas;Ne se prononce pas;Est inchangee;Non;0.51;0.67;1.0;0.0;1.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;6.0;6.0;0.2;0.96
AG855;20774;65;Femme;>= 60 ans;Retraite;Non;Appartement;9;83000;9;5;8;4;3;3;;;1;1;;1;2;2;3;3;3;2;99;99;1;3;3;99;;;2.0;2.0;2.0;;2;2;;5.0;;4.0;;5;1;1;2;2;2;1.0;1.0;4.0;1.0;3.0;1.0;1.0;1.0;4.0;1.0;1.0;1;3;3;1;3;;;4;;8.0;;10.0;;5.0;;3;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;1;4.0;1;3;3;2;4;3;5;6;2;4;1;1;1;3.0;10.0;7.0;13.0;6.0;8.0;9.0;;;;;;2;;1;1;;1;7;97;;;;;0,914419;8;0;HP/HC;Monophase;9;Urbaine;Oui;Oui;Non;Non;Non, pas vraiment;Non, pas vraiment;Oui, plutot;Non, pas vraiment;Oui, tout a fait;Oui, tout a fait;Oui, tout a fait;Non, pas vraiment;Non, pas vraiment;Non;;;;;;;Non, pas vraiment;Non;;;Non;;;Oui, jÂetais present avec une ou plusieurs autres personnes;Non;;;;;Oui, tout a fait;Pas du tout gene;Oui, tout a fait;Est inchangee;Non;0.51;0.67;0.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;4.0;4.0;0.2;0.96
AG861;20909;74;Femme;>= 60 ans;Retraite;Non;Appartement;3;77400;1;1;9;5;1;3;;;1;1;;1;2;2;3;2;2;2;3;99;99;1;1;99;3.0;;;2.0;3.0;;2;4;;2.0;;;;2;99;1;99;99;3;1.0;2.0;2.0;3.0;3.0;2.0;1.0;2.0;4.0;1.0;1.0;2;3;3;2;3;;;3;;9.0;;3.0;;7.0;;3;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;1;2.0;1;2;3;2;2;2;6;1;99;1;1;1;13;8.0;3.0;1.0;7.0;5.0;6.0;10.0;;;;;;2;;2;1;;3;5;4;;;;;1,01043;8;0;Tarif de base;Monophase;9;Urbaine;Non;Non;Non;Non;Ne se prononce pas;Non, pas du tout;Non, pas du tout;Ne se prononce pas;Oui, tout a fait;Oui, tout a fait;Oui, tout a fait;Oui, tout a fait;Oui, tout a fait;Non;;;;;;;Non, pas du tout;Non;;;Non;;;Oui, jÂetais present seul;Non;;;;;Oui, tout a fait;Pas du tout gene;Oui, tout a fait;Est inchangee;Oui;0.52;0.97;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;0.0;5.0;5.0;0.2;0.96
AG875;21359;69;Femme;>= 60 ans;Retraite;Non;Appartement;4;92700;1;1;9;5;1;3;;;1;1;;1;1;2;2;2;2;2;99;99;2;2;3;3;;;3.0;2.0;4.0;3.0;2;4;;2.0;;;;5;99;2;99;99;2;1.0;2.0;2.0;3.0;2.0;2.0;1.0;2.0;2.0;2.0;2.0;2;2;1;2;3;;;4;;9.0;;10.0;;6.0;;3;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;3;;1;3;3;2;3;3;3;4;3;5;1;3;5;3.0;8.0;4.0;6.0;7.0;13.0;2.0;1.0;10.0;;;;2;;1;1;;2;7;97;;;;;1,01043;8;0;HP/HC;Monophase;9;Urbaine;Oui;Oui;Non;Non;Non, pas vraiment;Non, pas vraiment;Oui, plutot;Non, pas vraiment;Oui, tout a fait;Oui, tout a fait;Oui, tout a fait;Non, pas vraiment;Non, pas vraiment;Non;;;;;;;Non, pas vraiment;Non;;;Non;;;Oui, jÂetais present avec une ou plusieurs autres personnes;Non;;;;;Oui, tout a fait;Pas du tout gene;Oui, tout a fait;Est inchangee;Non;0.51;0.67;0.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;4.0;4.0;0.2;0.96
AG900;22002;67;Femme;>= 60 ans;Retraite;Non;Appartement;4;69800;8;5;8;4;1;3;;;1;1;;1;2;2;3;2;2;3;1;3;1;2;99;3;4.0;4.0;4.0;3.0;;2.0;1;2;;5.0;;3.0;;5;1;2;2;2;2;1.0;1.0;2.0;1.0;4.0;3.0;2.0;2.0;4.0;1.0;1.0;1;2;4;2;3;;;4;;5.0;;3.0;;1.0;;3;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;1;3.0;1;4;4;2;3;3;4;6;2;2;3;3;9;2.0;5.0;3.0;13.0;1.0;8.0;;;;;;;2;;2;1;;4;5;97;;;;;0,903529;8;0;Tarif de base;Monophase;6;Urbaine;Non;Non;Oui;Non;Oui, tout a fait;Oui, tout a fait;Oui, plutot;Oui, plutot;Oui, tout a fait;Oui, plutot;Oui, tout a fait;Oui, plutot;Oui, plutot;Non;;;;;;;Non, pas du tout;Non;;;Non;;;Non, il nÂy avait personne a mon domicile;Non;;;;;Oui, plutot;Pas du tout gene;Oui, plutot;Est inchangee;Non;0.51;0.67;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;9.0;9.0;0.2;0.96
AG901;22002;67;Femme;>= 60 ans;Retraite;Non;Appartement;4;69800;8;5;8;4;1;3;;;1;1;;1;2;2;3;2;2;3;1;3;1;2;99;3;4.0;4.0;4.0;3.0;;2.0;1;2;;5.0;;3.0;;5;1;2;2;2;2;1.0;1.0;2.0;1.0;4.0;3.0;2.0;2.0;4.0;1.0;1.0;1;2;4;2;3;;;4;;5.0;;3.0;;1.0;;3;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;1;3.0;1;4;4;2;3;3;4;6;2;2;3;3;9;2.0;5.0;3.0;13.0;1.0;8.0;;;;;;;2;;2;1;;4;5;97;;;;;0,903529;8;0;HP/HC;Monophase;6;Urbaine;Oui;Oui;Non;Non;Oui, tout a fait;Ne se prononce pas;Oui, tout a fait;Oui, tout a fait;Oui, tout a fait;Non, pas du tout;Non, pas du tout;Oui, tout a fait;Oui, tout a fait;Non;;;;;;;Non, pas du tout;Non;;;Non;;;Non, il nÂy avait personne a mon domicile;Ne se prononce pas;;;;;Non, pas du tout;Ne se prononce pas;Ne se prononce pas;Est inchangee;Non;0.51;0.67;1.0;0.0;1.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;6.0;6.0;0.2;0.96
AG937;22770;66;Femme;>= 60 ans;Retraite;Non;Appartement;7;95600;1;1;9;5;1;3;;;1;1;;1;1;2;4;2;1;1;99;99;1;3;3;2;;;2.0;4.0;3.0;1.0;1;5;;2.0;;3.0;;1;1;2;2;2;3;3.0;3.0;4.0;2.0;2.0;1.0;1.0;2.0;2.0;1.0;1.0;4;1;2;4;2;3.0;2.0;4;;98.0;On laisse passer l'envoyer d?Ã£s prix apr?Ã£s on verra;;;;;4;1;;1.0;;1.0;9.0;;;;;;;;;;;;;;;;;;;;;;97.0;3;1;1.0;1;4;4;2;4;4;4;6;2;2;2;1;6;3.0;13.0;7.0;2.0;1.0;8.0;;;;;;;2;;1;2;1.0;4;5;5;;;;;1,01043;8;0;Tarif de base;Monophase;12;Urbaine;Oui;Oui;Non;Non;Oui, tout a fait;Non, pas du tout;Non, pas du tout;Oui, tout a fait;Oui, tout a fait;Oui, tout a fait;Oui, tout a fait;Oui, tout a fait;Oui, tout a fait;Non;;;;;;;Non, pas du tout;Non;;;Non;;;Oui, jÂetais present seul;Non;;;;;Oui, tout a fait;Pas du tout gene;Oui, tout a fait;Est inchangee;Non;0.5;0.5;1.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;7.0;7.0;0.2;0.96
AG947;22874;69;Femme;>= 60 ans;Retraite;Non;Appartement;4;74410;8;5;7;4;1;3;;;3;1;;1;2;2;3;2;2;3;3;3;3;3;3;99;3.0;3.0;3.0;3.0;3.0;;3;1;;4.0;;5.0;;2;99;2;2;3;2;1.0;2.0;4.0;4.0;3.0;3.0;1.0;4.0;3.0;3.0;2.0;2;2;1;2;2;3.0;2.0;4;;1.0;;;;;;3;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;1;2.0;1;4;4;2;4;3;7;1;99;1;1;1;7;6.0;8.0;1.0;13.0;3.0;;;;;;;;2;;1;1;;2;8;97;;;;;0,903529;8;0;HP/HC;Monophase;6;Urbaine;Oui;Oui;Non;Non;Non, pas du tout;Oui, plutot;Oui, tout a fait;Non, pas du tout;Oui, tout a fait;Oui, tout a fait;Oui, tout a fait;Oui, tout a fait;Oui, tout a fait;Non;;;;La limitation de puissance etait trop contraignante;;Tres facile;;;;;;;;;;;;;;;;Oui, tout a fait;Est inchangee;Non;0.66;0.67;0.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;0.0;7.0;7.0;0.2;0.96
AG995;23933;72;Femme;>= 60 ans;Retraite;Non;Appartement;5;38610;8;5;8;4;1;3;;;1;1;;1;1;2;2;3;3;2;99;99;1;3;3;99;;;3.0;3.0;2.0;;3;5;;2.0;;;;5;1;2;1;2;2;1.0;1.0;4.0;1.0;2.0;1.0;1.0;2.0;4.0;1.0;1.0;1;3;3;1;4;;;4;;5.0;;6.0;;1.0;;4;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;1;4.0;1;3;4;2;3;3;4;5;1;98;98;1;5;3.0;1.0;7.0;6.0;2.0;13.0;;;;;;;2;;1;1;;4;10;97;;;;;0,903529;8;0;Tarif de base;Triphase;6;Rurale;Non;Oui;Non;Non;Oui, plutot;Oui, plutot;Non, pas vraiment;Non, pas vraiment;Oui, plutot;Oui, tout a fait;Oui, tout a fait;Oui, tout a fait;Oui, tout a fait;Non;;;;;;;Non, pas du tout;Non;;;Non;;;Oui, jÂetais present seul;Non;;;;;Oui, tout a fait;Pas du tout gene;Ne se prononce pas;Est inchangee;Non;0.66;0.81;1.0;1.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;0.0;7.0;7.0;0.2;0.96
AG1025;24892;73;Femme;>= 60 ans;Retraite;Non;Appartement;5;35400;3;2;5;3;2;3;;;2;1;;1;2;2;3;3;3;3;99;3;1;3;3;1;;2.0;3.0;3.0;3.0;1.0;1;2;;5.0;;4.0;;5;1;2;99;2;3;1.0;2.0;3.0;2.0;4.0;2.0;1.0;4.0;4.0;1.0;1.0;2;3;2;2;3;;;3;;10.0;;5.0;;7.0;;3;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;1;2.0;1;3;3;2;4;4;7;2;99;2;2;1;5;2.0;13.0;7.0;1.0;8.0;3.0;6.0;;;;;;2;;1;2;1.0;4;8;97;;;;;0,918457;8;0;Tarif de base;Monophase;6;Urbaine;Non;Non;Non;Oui;Oui, plutot;Oui, tout a fait;Ne se prononce pas;Non, pas vraiment;Oui, tout a fait;Non, pas du tout;Oui, plutot;Ne se prononce pas;Non, pas du tout;Non;;;;;;;Oui, beaucoup;Non;;;Oui;Machine a cafe,Plaques de cuisson,Four;;Non, il nÂy avait personne a mon domicile;Non;;;;;Ne se prononce pas;Ne se prononce pas;Oui, plutot;S'est degradee;Non;0.66;0.81;1.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;4.0;4.0;0.2;0.96
AG1054;25622;77;Femme;>= 60 ans;Retraite;Non;Appartement;3;75011;1;1;9;5;1;3;;;1;1;;1;2;2;3;2;2;2;99;99;2;3;3;3;;;1.0;2.0;2.0;2.0;2;4;;3.0;;2.0;;5;99;99;2;99;2;3.0;2.0;3.0;3.0;3.0;4.0;2.0;3.0;4.0;3.0;3.0;3;2;2;2;3;;;4;;9.0;;7.0;;8.0;;4;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;3;;1;4;4;2;3;3;1;6;99;2;2;2;13;6.0;8.0;3.0;1.0;;;;;;;;;2;;1;1;;4;9;97;;;;;1,01043;8;0;HP/HC;Monophase;9;Urbaine;Non;Oui;Non;Non;Oui, tout a fait;Oui, plutot;Oui, tout a fait;Oui, plutot;Oui, plutot;Oui, tout a fait;Non, pas vraiment;Oui, plutot;Oui, plutot;Non;;;;;;;Non, pas vraiment;Oui;Lave-linge,Lave-vaisselle,Plaques de cuisson;;Oui;Four,Machine a cafe,Box internet,Bouilloire,Television,Ordinateur;;Oui, jÂetais present avec une ou plusieurs autres personnes;Non;;;;;Oui, plutot;Pas du tout gene;Non, pas vraiment;Est inchangee;Oui;0.66;0.81;1.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;0.0;8.0;8.0;0.2;0.96
AG1066;25945;66;Femme;>= 60 ans;Retraite;Non;Appartement;3;77176;1;1;9;5;1;3;;;1;1;;1;2;2;3;3;3;2;99;99;3;1;1;99;;;3.0;2.0;2.0;;3;5;;2.0;;;;5;1;2;99;2;2;2.0;1.0;3.0;3.0;3.0;2.0;1.0;3.0;3.0;1.0;1.0;2;3;3;2;3;;;3;;8.0;;1.0;;;;3;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;1;2.0;1;4;4;2;4;4;4;6;99;3;3;1;7;13.0;2.0;5.0;1.0;3.0;8.0;;;;;;;2;;1;1;;4;5;97;;;;;1,01043;8;0;HP/HC;Monophase;6;Urbaine;Non;Non;Non;Oui;Ne se prononce pas;Non, pas vraiment;Non, pas vraiment;Oui, tout a fait;Oui, plutot;Ne se prononce pas;Oui, plutot;Non, pas vraiment;Oui, tout a fait;Non;;;;;;;Non, pas du tout;Non;;;Non;;;Ne se prononce pas;Non;;;;;Ne se prononce pas;Pas du tout gene;Oui, plutot;Est inchangee;Non;0.51;0.67;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;4.0;4.0;0.2;0.96
